7.78316E+17,9/20/16 19:31,As the #UNGA meets take a look at the progress we've made thanks to American leadership in the world. https://t.co/b4T0zGccLH
7.7824E+17,9/20/16 14:30,LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. https://t.co/J8cm9QquER #UNGA
7.77891E+17,9/19/16 15:24,LIVE: President Obama is delivering a statement in New York. https://t.co/MJUr8C84Wd
7.7691E+17,9/16/16 22:24,President Obama commemorates #HispanicHeritageMonth in an address to @CHCI. https://t.co/oTVX7zOyFD
7.76894E+17,9/16/16 21:23,Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob https://t.co/N7vH2ncwmb
7.76872E+17,9/16/16 19:55,Six months is long enough senators. It's time to #DoYourJob and give Judge Garland a hearing. https://t.co/A2Yedmhuw6
7.76857E+17,9/16/16 18:55,RT @OFA: Friendly reminder for Senate leaders on #ConstitutionDay2016: https://t.co/my5zUWxb6j
7.76834E+17,9/16/16 17:24,The Supreme Court should remain above partisan politics Senator. https://t.co/DlWud7Rh3K #DoYourJob https://t.co/Wjd96qn9Hf
7.76811E+17,9/16/16 15:54,Progress starts with a conversation. Make sure you have the facts to get yours started: https://t.co/MxWdiJxz4o https://t.co/Q3iP0Jwg1t
7.76532E+17,9/15/16 21:24,When we protect our lands and waters it helps us protect our climate for future generations. #ActOnClimate https://t.co/8tygZI0TDR
7.76494E+17,9/15/16 18:51,"""There is no 'election year' exception in Article II."" Sen. Leahy calls on senators to give Judge Garland a hearing: https://t.co/VjxClMdqUg"
7.76461E+17,9/15/16 16:39,President Obama just made history by protecting nearly 5000 square miles off the New England coast. https://t.co/i8MAFYU60k #OurOcean
7.76439E+17,9/15/16 15:15,LIVE: President Obama is speaking at the 2016 Our Ocean Conference. https://t.co/ALK46jhUpw #OurOcean
7.76427E+17,9/15/16 14:25,"RT @WhiteHouse: BREAKING: @POTUS will designate the first-ever marine monument in the Atlantic Ocean: https://t.co/t33G5z2QpK https://t.co/��_"
7.7616E+17,9/14/16 20:45,We need nine justices for a fully functioning Supreme Court���and editorial boards across the country agree. https://t.co/WD42qmgXpO
7.76135E+17,9/14/16 19:05,"RT @cspan: .@RepJohnLewis on #GunViolence: ""The time for silence is over."" https://t.co/zUUX02jNnN"
7.76116E+17,9/14/16 17:50,We can't let Senate leaders ignore their constitutional responsibilities. https://t.co/ExY5wZcWi6 #DoYourJob https://t.co/IwO7CAoVm2
7.76098E+17,9/14/16 16:40,Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/b0eae4PXDX
7.76079E+17,9/14/16 15:24,The U.S. is on track to hit two million solar installations within the next two years. Momentum is building: https://t.co/dTb4M3J4MY
7.75805E+17,9/13/16 21:14,Time is almost up for Senate leaders to do the right thing and fill the #SCOTUS vacancy. https://t.co/rPbzUkZAUE #DoYourJob
7.75789E+17,9/13/16 20:09,"Median household income: � Poverty rate: ��� Uninsured rate: ��� Middle-class economics works. https://t.co/ThPXBSux09"
7.75774E+17,9/13/16 19:11,In 2015 we saw the fastest household income growth on record and the largest drop in the poverty rate since 1968. https://t.co/Kyw1vuhont
7.7573E+17,9/13/16 16:15,"RT @WhiteHouse: Fastest household income growth on record ��� Largest drop in poverty rate since 1968 ��� https://t.co/qK505KUeuP https://��_"
7.75711E+17,9/13/16 15:00,The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO
7.7543E+17,9/12/16 20:24,ICYMI: This is a really big deal. https://t.co/raNeUV5fRd
7.75408E+17,9/12/16 18:55,"Vice President Biden speaks on the ""dangerous precedent"" Senate leaders are setting by refusing to do their jobs. https://t.co/W1A7Oyb4gB"
7.75388E+17,9/12/16 17:36,These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK
7.75351E+17,9/12/16 15:09,Meaningful action on climate change can't wait. President Obama explains why in this @nytimes interview. https://t.co/zbaDcpztIW
7.74353E+17,9/9/16 21:05,We need to keep up efforts to fight climate change at every level���locally nationally globally. #ActOnClimate https://t.co/L10qdkgPDg
7.74341E+17,9/9/16 20:15,RT @FactsOnClimate: BREAKING: A new strategy to harness the power of wind means more jobs less pollution: https://t.co/s0I0CmalFL https://��_
7.74326E+17,9/9/16 19:16,Senate leaders are back in session. Keep the pressure high���call out their obstructionism. https://t.co/eThTUbIMH0 #DoYourJob
7.74303E+17,9/9/16 17:47,There's no need to overcomplicate the process. #DoYourJob https://t.co/QgaNgKNBzJ
7.74263E+17,9/9/16 15:08,We must take bold steps now���climate change is already impacting millions of people. https://t.co/ZWBgt0XEWt #ActOnClimate
